ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399006.SZ,20110114,1067.418,1092.093,1092.093,1065.746,1093.856,-26.438,-2.417,1534370.15,6235601.6206
399006.SZ,20110117,1028.161,1066.435,1066.991,1025.663,1067.418,-39.257,-3.6778,1701014.89,6922490.2121
399006.SZ,20110118,1025.716,1021.836,1029.863,1014.631,1028.161,-2.445,-0.2378,1018064.03,4027368.9748
399006.SZ,20110119,1048.535,1025.93,1048.598,1023.148,1025.716,22.819,2.2247,1178339.43,4748988.7359
399006.SZ,20110120,1020.389,1047.768,1051.516,1020.286,1048.535,-28.146,-2.6843,1442281.98,5770514.5707
399006.SZ,20110121,1024.505,1014.716,1033.518,1013.269,1020.389,4.116,0.4034,1254321.16,5075484.8081
399006.SZ,20110124,994.967,1024.792,1029.329,994.261,1024.505,-29.538,-2.8831,1315743.42,5500295.9179
399006.SZ,20110125,978.998,992.573,992.573,968.324,994.967,-15.969,-1.605,1421063.7,5456790.5003
399006.SZ,20110126,995.744,978.068,995.785,977.854,978.998,16.746,1.7105,1161020.95,4471075.7827
399006.SZ,20110127,1013.024,991.059,1015.046,984.793,995.744,17.28,1.7354,1186127.53,4478251.0454
399006.SZ,20110128,1020.938,1013.639,1023.633,1011.305,1013.024,7.914,0.7812,998536.33,3845952.0939
399006.SZ,20110131,1029.12,1021.626,1030.185,1014.396,1020.938,8.182,0.8014,1211559.08,4843983.0303
399006.SZ,20110201,1032.604,1029.67,1034.137,1026.899,1029.12,3.484,0.3385,1447715.66,5627794.4314
399006.SZ,20110209,1025.152,1026.446,1037.843,1021.788,1032.604,-7.452,-0.7217,1287175.13,4788958.7105
399006.SZ,20110210,1063.946,1026.253,1063.946,1024.714,1025.152,38.794,3.7842,1833971.41,6739881.5463
399006.SZ,20110211,1071.582,1067.19,1075.592,1065.152,1063.946,7.636,0.7177,1858216.2,7173863.4283
399006.SZ,20110214,1086.558,1072.311,1087.306,1072.311,1071.582,14.976,1.3976,2085430.95,8396670.0439
399006.SZ,20110215,1087.725,1086.796,1097.555,1082.265,1086.558,1.167,0.1074,2692483.83,9864464.5785
399006.SZ,20110216,1107.24,1086.766,1107.24,1083.854,1087.725,19.515,1.7941,2430058.46,9216956.7919
399006.SZ,20110217,1115.334,1108.627,1116.963,1103.892,1107.24,8.094,0.731,2407534.4,9368212.5988
399006.SZ,20110218,1100.461,1114.447,1114.69,1098.585,1115.334,-14.873,-1.3335,2314419.72,8861477.4404
399006.SZ,20110221,1117.672,1096.165,1117.672,1094.425,1100.461,17.211,1.564,2338857.22,9423123.6545
399006.SZ,20110222,1088.266,1118.61,1122.179,1087.007,1117.672,-29.406,-2.631,3202336.44,12449323.5963
399006.SZ,20110223,1114.052,1088.08,1117.288,1087.863,1088.266,25.786,2.3695,2313215.43,9947056.7749
399006.SZ,20110224,1101.953,1112.431,1112.716,1094.617,1114.052,-12.099,-1.086,2238639.73,9413685.341
399006.SZ,20110225,1095.098,1098.11,1098.726,1085.799,1101.953,-6.855,-0.6221,1966280.28,7877872.4245
399006.SZ,20110228,1099.776,1096.337,1099.776,1087.587,1095.098,4.678,0.4272,1903786.51,7613564.0461
399006.SZ,20110301,1098.003,1100.809,1102.548,1091.984,1099.776,-1.773,-0.1612,2101515.42,8041563.2683
399006.SZ,20110302,1088.897,1094.972,1096.09,1077.652,1098.003,-9.106,-0.8293,1797659.63,6938441.1315
399006.SZ,20110303,1064.307,1088.891,1091.887,1062.371,1088.897,-24.59,-2.2582,1799709.47,6877460.9079
399006.SZ,20110304,1071.86,1063.43,1071.86,1056.56,1064.307,7.553,0.7097,1471274.73,5426590.3734
399006.SZ,20110307,1078.111,1073.926,1078.111,1069.933,1071.86,6.251,0.5832,1770028.59,6658859.3492
399006.SZ,20110308,1084.821,1079.528,1085.307,1074.104,1078.111,6.71,0.6224,2526986.74,8812151.0755
399006.SZ,20110309,1087.299,1084.703,1087.299,1075.462,1084.821,2.478,0.2284,2453239.16,8904006.3856
399006.SZ,20110310,1093.904,1088.344,1103.535,1087.565,1087.299,6.605,0.6075,2564247.23,9837759.8636
399006.SZ,20110311,1101.76,1090.212,1113.012,1088.653,1093.904,7.856,0.7182,2755355.04,10764426.1362
399006.SZ,20110314,1107.537,1099.318,1107.537,1095.9,1101.76,5.777,0.5243,2543075.11,9295615.6596
399006.SZ,20110315,1094.954,1108.197,1108.197,1078.228,1107.537,-12.583,-1.1361,2786249.92,10290754.8196
399006.SZ,20110316,1102.215,1094.124,1102.674,1094.124,1094.954,7.261,0.6631,2621254.55,9973230.8611
399006.SZ,20110317,1078.371,1096.223,1096.223,1074.866,1102.215,-23.844,-2.1633,2579187.19,9618101.9554
399006.SZ,20110318,1083.597,1081.601,1088.308,1079.561,1078.371,5.226,0.4846,1714087.36,6422766.4908
399006.SZ,20110321,1070.601,1083.146,1084.548,1068.315,1083.597,-12.996,-1.1993,1675007.57,6448694.4794
399006.SZ,20110322,1067.285,1072.387,1074.082,1057.864,1070.601,-3.316,-0.3097,1846559.47,6761189.9302
399006.SZ,20110323,1076.563,1066.172,1076.563,1064.59,1067.285,9.278,0.8693,1762140.76,6575953.7889
399006.SZ,20110324,1077.988,1078.018,1081.586,1074.039,1076.563,1.425,0.1324,1872127.41,6819943.3458
399006.SZ,20110325,1072.343,1077.343,1078.018,1069.379,1077.988,-5.645,-0.5237,1977720.13,7106483.0873
399006.SZ,20110328,1052.113,1072.889,1074.409,1051.016,1072.343,-20.23,-1.8865,2287752.79,8190142.7691
